Time (s),Speed (km/h),Altitude (km)
270.04,8027,170.0238
270.07,8028,170.0476
270.1,8028,170.0714
270.14,8029,170.0952
270.17,8030,170.119
270.2,8031,170.1429
270.24,8031,170.1667
270.27,8033,170.1905
270.3,8034,170.2143
270.34,8034,170.2381
270.37,8035,170.2619
270.4,8036,170.2857
270.44,8037,170.3095
270.47,8037,170.3333
270.5,8038,170.3571
270.54,8039,170.381
270.57,8040,170.4048
270.6,8041,170.4286
270.64,8041,170.4524
270.67,8042,170.4762
270.7,8043,170.5
270.74,8044,170.5238
270.77,8044,170.5476
270.8,8045,170.5714
270.84,8046,170.5952
270.87,8047,170.619
270.9,8048,170.6429
270.94,8049,170.6667
270.97,8049,170.6905
271,8050,170.7143
271.04,8051,170.7381
271.07,8051,170.7619
271.1,8052,170.7857
271.14,8053,170.8095
271.17,8054,170.8333
271.2,8055,170.8571
271.24,8056,170.881
271.27,8057,170.9048
271.3,8058,170.9286
271.34,8058,170.9524
271.37,8059,170.9762
271.4,8060,171
271.44,8061,171.0217
271.47,8062,171.0435
271.5,8063,171.0652
271.54,8063,171.087
271.57,8064,171.1087
271.6,8065,171.1304
271.64,8066,171.1522
271.67,8066,171.1739
271.71,8067,171.1957
271.74,8067,171.2174
271.77,8069,171.2391
271.81,8069,171.2609
271.84,8070,171.2826
271.87,8071,171.3043
271.91,8072,171.3261
271.94,8072,171.3478
271.97,8073,171.3696
272.01,8074,171.3913
272.04,8074,171.413
272.07,8075,171.4348
272.11,8076,171.4565
272.14,8077,171.4783
272.17,8078,171.5
272.21,8078,171.5217
272.24,8079,171.5435
272.27,8080,171.5652
272.31,8081,171.587
272.34,8081,171.6087
272.37,8082,171.6304
272.41,8083,171.6522
272.44,8084,171.6739
272.47,8085,171.6957
272.51,8085,171.7174
272.54,8086,171.7391
272.57,8087,171.7609
272.61,8088,171.7826
272.64,8088,171.8043
272.67,8089,171.8261
272.71,8090,171.8478
272.74,8091,171.8696
272.77,8092,171.8913
272.81,8092,171.913
272.84,8093,171.9348
272.87,8094,171.9565
272.91,8095,171.9783
272.94,8095,172
272.97,8096,172.0222
273.01,8097,172.0444
273.04,8098,172.0667
273.07,8099,172.0889
273.11,8100,172.1111
273.14,8101,172.1333
273.17,8102,172.1556
273.21,8102,172.1778
273.24,8103,172.2
273.27,8104,172.2222
273.31,8105,172.2444
273.34,8106,172.2667
273.37,8106,172.2889
273.41,8107,172.3111
273.44,8108,172.3333
273.47,8109,172.3556
273.51,8109,172.3778
273.54,8110,172.4
273.57,8111,172.4222
273.61,8112,172.4444
273.64,8113,172.4667
273.67,8113,172.4889
273.71,8114,172.5111
273.74,8115,172.5333
273.77,8115,172.5556
273.81,8116,172.5778
273.84,8117,172.6
273.87,8118,172.6222
273.91,8119,172.6444
273.94,8119,172.6667
273.97,8120,172.6889
274.01,8121,172.7111
274.04,8122,172.7333
274.07,8122,172.7556
274.11,8123,172.7778
274.14,8124,172.8
274.17,8125,172.8222
274.21,8126,172.8444
274.24,8127,172.8667
274.27,8127,172.8889
274.31,8128,172.9111
274.34,8129,172.9333
274.37,8130,172.9556
274.41,8130,172.9778
274.44,8131,173
274.47,8132,173.0222
274.51,8133,173.0444
274.54,8134,173.0667
274.57,8134,173.0889
274.61,8135,173.1111
274.64,8136,173.1333
274.67,8137,173.1556
274.71,8137,173.1778
274.74,8138,173.2
274.77,8139,173.2222
274.81,8140,173.2444
274.84,8141,173.2667
274.87,8142,173.2889
274.91,8143,173.3111
274.94,8144,173.3333
274.97,8144,173.3556
275.01,8145,173.3778
275.04,8146,173.4
275.08,8147,173.4222
275.11,8148,173.4444
275.14,8149,173.4667
275.18,8149,173.4889
275.21,8150,173.5111
275.24,8151,173.5333
275.28,8152,173.5556
275.31,8152,173.5778
275.34,8153,173.6
275.38,8154,173.6222
275.41,8155,173.6444
275.44,8156,173.6667
275.48,8157,173.6889
275.51,8158,173.7111
275.54,8158,173.7333
275.58,8159,173.7556
275.61,8160,173.7778
275.64,8161,173.8
275.68,8162,173.8222
275.71,8163,173.8444
275.74,8163,173.8667
275.78,8164,173.8889
275.81,8165,173.9111
275.84,8165,173.9333
275.88,8166,173.9556
275.91,8167,173.9778
275.94,8167,174
275.98,8168,174.0222
276.01,8169,174.0444
276.04,8170,174.0667
276.08,8171,174.0889
276.11,8172,174.1111
276.14,8172,174.1333
276.18,8173,174.1556
276.21,8174,174.1778
276.24,8174,174.2
276.28,8175,174.2222
276.31,8176,174.2444
276.34,8177,174.2667
276.38,8178,174.2889
276.41,8179,174.3111
276.44,8179,174.3333
276.48,8180,174.3556
276.51,8181,174.3778
276.54,8181,174.4
276.58,8183,174.4222
276.61,8184,174.4444
276.64,8184,174.4667
276.68,8185,174.4889
276.71,8186,174.5111
276.74,8187,174.5333
276.78,8188,174.5556
276.81,8189,174.5778
276.84,8189,174.6
276.88,8191,174.6222
276.91,8191,174.6444
276.94,8192,174.6667
276.98,8193,174.6889
277.01,8193,174.7111
277.04,8194,174.7333
277.08,8195,174.7556
277.11,8196,174.7778
277.14,8196,174.8
277.18,8197,174.8222
277.21,8198,174.8444
277.24,8199,174.8667
277.28,8200,174.8889
277.31,8201,174.9111
277.34,8202,174.9333
277.38,8203,174.9556
277.41,8203,174.9778
277.44,8204,175
277.48,8205,175.0213
277.51,8206,175.0426
277.54,8207,175.0638
277.58,8208,175.0851
277.61,8208,175.1064
277.64,8209,175.1277
277.68,8210,175.1489
277.71,8210,175.1702
277.74,8211,175.1915
277.78,8212,175.2128
277.81,8213,175.234
277.84,8214,175.2553
277.88,8215,175.2766
277.91,8216,175.2979
277.94,8217,175.3191
277.98,8217,175.3404
278.01,8218,175.3617
278.04,8219,175.383
278.08,8220,175.4043
278.11,8221,175.4255
278.14,8222,175.4468
278.18,8222,175.4681
278.21,8223,175.4894
278.24,8224,175.5106
278.28,8224,175.5319
278.31,8225,175.5532
278.35,8226,175.5745
278.38,8227,175.5957
278.41,8228,175.617
278.45,8228,175.6383
278.48,8229,175.6596
278.51,8230,175.6809
278.55,8231,175.7021
278.58,8231,175.7234
278.61,8232,175.7447
278.65,8233,175.766
278.68,8234,175.7872
278.71,8235,175.8085
278.75,8236,175.8298
278.78,8237,175.8511
278.81,8237,175.8723
278.85,8238,175.8936
278.88,8239,175.9149
278.91,8240,175.9362
278.95,8241,175.9574
278.98,8242,175.9787
279.01,8243,176
279.05,8243,176.0217
279.08,8244,176.0435
279.11,8245,176.0652
279.15,8246,176.087
279.18,8246,176.1087
279.21,8247,176.1304
279.25,8248,176.1522
279.28,8249,176.1739
279.31,8250,176.1957
279.35,8251,176.2174
279.38,8251,176.2391
279.41,8252,176.2609
279.45,8253,176.2826
279.48,8254,176.3043
279.51,8255,176.3261
279.55,8256,176.3478
279.58,8257,176.3696
279.61,8258,176.3913
279.65,8259,176.413
279.68,8259,176.4348
279.71,8260,176.4565
279.75,8261,176.4783
279.78,8262,176.5
279.81,8263,176.5217
279.85,8263,176.5435
279.88,8265,176.5652
279.91,8265,176.587
279.95,8266,176.6087
279.98,8267,176.6304
280.01,8268,176.6522
280.05,8269,176.6739
280.08,8270,176.6957
280.11,8270,176.7174
280.15,8271,176.7391
280.18,8272,176.7609
280.21,8273,176.7826
280.25,8274,176.8043
280.28,8275,176.8261
280.31,8276,176.8478
280.35,8276,176.8696
280.38,8277,176.8913
280.41,8278,176.913
280.45,8279,176.9348
280.48,8280,176.9565
280.51,8281,176.9783
280.55,8281,177
280.58,8282,177.0213
280.61,8283,177.0426
280.65,8283,177.0638
280.68,8284,177.0851
280.71,8285,177.1064
280.75,8285,177.1277
280.78,8287,177.1489
280.81,8287,177.1702
280.85,8288,177.1915
280.88,8289,177.2128
280.91,8290,177.234
280.95,8291,177.2553
280.98,8292,177.2766
281.01,8292,177.2979
281.05,8293,177.3191
281.08,8294,177.3404
281.11,8295,177.3617
281.15,8296,177.383
281.18,8297,177.4043
281.21,8298,177.4255
281.25,8299,177.4468
281.28,8299,177.4681
281.31,8300,177.4894
281.35,8301,177.5106
281.38,8302,177.5319
281.41,8303,177.5532
281.45,8303,177.5745
281.48,8304,177.5957
281.51,8305,177.617
281.55,8306,177.6383
281.58,8306,177.6596
281.61,8307,177.6809
281.65,8308,177.7021
281.68,8309,177.7234
281.72,8310,177.7447
281.75,8311,177.766
281.78,8311,177.7872
281.82,8312,177.8085
281.85,8313,177.8298
281.88,8314,177.8511
281.92,8315,177.8723
281.95,8315,177.8936
281.98,8317,177.9149
282.02,8318,177.9362
282.05,8318,177.9574
282.08,8319,177.9787
282.12,8320,178
282.15,8321,178.0208
282.18,8322,178.0417
282.22,8322,178.0625
282.25,8323,178.0833
282.28,8325,178.1042
282.32,8325,178.125
282.35,8326,178.1458
282.38,8327,178.1667
282.42,8328,178.1875
282.45,8329,178.2083
282.48,8329,178.2292
282.52,8330,178.25
282.55,8331,178.2708
282.58,8332,178.2917
282.62,8333,178.3125
282.65,8334,178.3333
282.68,8335,178.3542
282.72,8336,178.375
282.75,8336,178.3958
282.78,8337,178.4167
282.82,8338,178.4375
282.85,8339,178.4583
282.88,8340,178.4792
282.92,8340,178.5
282.95,8341,178.5208
282.98,8342,178.5417
283.02,8343,178.5625
283.05,8343,178.5833
283.08,8344,178.6042
283.12,8345,178.625
283.15,8345,178.6458
283.18,8346,178.6667
283.22,8347,178.6875
283.25,8348,178.7083
283.28,8349,178.7292
283.32,8350,178.75
283.35,8351,178.7708
283.38,8352,178.7917
283.42,8352,178.8125
283.45,8353,178.8333
283.48,8354,178.8542
283.52,8355,178.875
283.55,8356,178.8958
283.58,8357,178.9167
283.62,8358,178.9375
283.65,8359,178.9583
283.68,8359,178.9792
283.72,8360,179
283.75,8361,179.0213
283.78,8362,179.0426
283.82,8363,179.0638
283.85,8364,179.0851
283.88,8364,179.1064
283.92,8365,179.1277
283.95,8366,179.1489
283.98,8367,179.1702
284.02,8368,179.1915
284.05,8368,179.2128
284.08,8369,179.234
284.12,8370,179.2553
284.15,8371,179.2766
284.18,8372,179.2979
284.22,8373,179.3191
284.25,8373,179.3404
284.28,8374,179.3617
284.32,8375,179.383
284.35,8376,179.4043
284.38,8377,179.4255
284.42,8378,179.4468
284.45,8378,179.4681
284.48,8379,179.4894
284.52,8380,179.5106
284.55,8381,179.5319
284.58,8381,179.5532
284.62,8382,179.5745
284.65,8383,179.5957
284.68,8384,179.617
284.72,8385,179.6383
284.75,8385,179.6596
284.78,8386,179.6809
284.82,8387,179.7021
284.85,8388,179.7234
284.88,8388,179.7447
284.92,8389,179.766
284.95,8390,179.7872
284.98,8391,179.8085
285.02,8392,179.8298
285.05,8393,179.8511
285.09,8393,179.8723
285.12,8394,179.8936
285.15,8395,179.9149
285.19,8396,179.9362
285.22,8396,179.9574
285.25,8397,179.9787
285.29,8398,180
285.32,8399,180.02
285.35,8399,180.04
285.39,8400,180.06
285.42,8401,180.08
285.45,8401,180.1
285.49,8402,180.12
285.52,8402,180.14
285.55,8403,180.16
285.59,8404,180.18
285.62,8405,180.2
285.65,8406,180.22
285.69,8406,180.24
285.72,8407,180.26
285.75,8408,180.28
285.79,8408,180.3
285.82,8409,180.32
285.85,8409,180.34
285.89,8411,180.36
285.92,8411,180.38
285.95,8412,180.4
285.99,8413,180.42
286.02,8414,180.44
286.05,8415,180.46
286.09,8415,180.48
286.12,8416,180.5
286.15,8417,180.52
286.19,8418,180.54
286.22,8419,180.56
286.25,8419,180.58
286.29,8420,180.6
286.32,8421,180.62
286.35,8421,180.64
286.39,8422,180.66
286.42,8423,180.68
286.45,8423,180.7
286.49,8424,180.72
286.52,8425,180.74
286.55,8426,180.76
286.59,8427,180.78
286.62,8428,180.8
286.65,8428,180.82
286.69,8429,180.84
286.72,8430,180.86
286.75,8431,180.88
286.79,8432,180.9
286.82,8432,180.92
286.85,8433,180.94
286.89,8434,180.96
286.92,8435,180.98
286.95,8435,181
286.99,8436,181.02
287.02,8437,181.04
287.05,8437,181.06
287.09,8438,181.08
287.12,8439,181.1
287.15,8440,181.12
287.19,8440,181.14
287.22,8441,181.16
287.25,8442,181.18
287.29,8442,181.2
287.32,8443,181.22
287.35,8444,181.24
287.39,8445,181.26
287.42,8445,181.28
287.45,8446,181.3
287.49,8447,181.32
287.52,8448,181.34
287.55,8448,181.36
287.59,8449,181.38
287.62,8450,181.4
287.65,8450,181.42
287.69,8451,181.44
287.72,8452,181.46
287.75,8453,181.48
287.79,8454,181.5
287.82,8454,181.52
287.85,8455,181.54
287.89,8456,181.56
287.92,8456,181.58
287.95,8457,181.6
287.99,8458,181.62
288.02,8459,181.64
288.05,8460,181.66
288.09,8460,181.68
288.12,8461,181.7
288.15,8462,181.72
288.19,8462,181.74
288.22,8463,181.76
288.25,8464,181.78
288.29,8465,181.8
288.32,8466,181.82
288.36,8466,181.84
288.39,8467,181.86
288.42,8468,181.88
288.46,8469,181.9
288.49,8469,181.92
288.52,8470,181.94
288.56,8471,181.96
288.59,8472,181.98
288.62,8473,182
288.66,8473,182.02
288.69,8474,182.04
288.72,8475,182.06
288.76,8476,182.08
288.79,8476,182.1
288.82,8477,182.12
288.86,8478,182.14
288.89,8478,182.16
288.92,8479,182.18
288.96,8481,182.2
288.99,8481,182.22
289.02,8482,182.24
289.06,8483,182.26
289.09,8483,182.28
289.12,8484,182.3
289.16,8484,182.32
289.19,8486,182.34
289.22,8487,182.36
289.26,8487,182.38
289.29,8488,182.4
289.32,8489,182.42
289.36,8489,182.44
289.39,8490,182.46
289.42,8490,182.48
289.46,8491,182.5
289.49,8492,182.52
289.52,8492,182.54
289.56,8494,182.56
289.59,8495,182.58
289.62,8495,182.6
289.66,8496,182.62
289.69,8497,182.64
289.72,8497,182.66
289.76,8499,182.68
289.79,8499,182.7
289.82,8500,182.72
289.86,8501,182.74
289.89,8502,182.76
289.92,8503,182.78
289.96,8503,182.8
289.99,8504,182.82
290.02,8505,182.84
290.06,8505,182.86
290.09,8506,182.88
290.12,8507,182.9
290.16,8508,182.92
290.19,8509,182.94
290.22,8509,182.96
290.26,8510,182.98
290.29,8511,183
290.32,8512,183.0196
290.36,8512,183.0392
290.39,8513,183.0588
290.42,8514,183.0784
290.46,8515,183.098
290.49,8516,183.1176
290.52,8516,183.1373
290.56,8517,183.1569
290.59,8518,183.1765
290.62,8518,183.1961
290.66,8519,183.2157
290.69,8520,183.2353
290.72,8521,183.2549
290.76,8521,183.2745
290.79,8522,183.2941
290.82,8523,183.3137
290.86,8523,183.3333
290.89,8524,183.3529
290.92,8525,183.3725
290.96,8525,183.3922
290.99,8526,183.4118
291.02,8527,183.4314
291.06,8528,183.451
291.09,8529,183.4706
291.12,8530,183.4902
291.16,8531,183.5098
291.19,8531,183.5294
291.22,8532,183.549
291.26,8533,183.5686
291.29,8534,183.5882
291.32,8535,183.6078
291.36,8535,183.6275
291.39,8536,183.6471
291.42,8537,183.6667
291.46,8538,183.6863
291.49,8538,183.7059
291.52,8539,183.7255
291.56,8540,183.7451
291.59,8540,183.7647
291.62,8541,183.7843
291.66,8542,183.8039
291.69,8543,183.8235
291.73,8544,183.8431
291.76,8544,183.8627
291.79,8545,183.8824
291.83,8546,183.902
291.86,8546,183.9216
291.89,8547,183.9412
291.93,8548,183.9608
291.96,8549,183.9804
291.99,8550,184
292.03,8550,184.0196
292.06,8551,184.0392
292.09,8552,184.0588
292.13,8552,184.0784
292.16,8553,184.098
292.19,8554,184.1176
292.23,8555,184.1373
292.26,8556,184.1569
292.29,8556,184.1765
292.33,8557,184.1961
292.36,8558,184.2157
292.39,8559,184.2353
292.43,8559,184.2549
292.46,8560,184.2745
292.49,8561,184.2941
292.53,8562,184.3137
292.56,8563,184.3333
292.59,8563,184.3529
292.63,8564,184.3725
292.66,8565,184.3922
292.69,8566,184.4118
292.73,8566,184.4314
292.76,8567,184.451
292.79,8566,184.4706
292.83,8569,184.4902
292.86,8569,184.5098
292.89,8570,184.5294
292.93,8571,184.549
292.96,8572,184.5686
292.99,8572,184.5882
293.03,8573,184.6078
293.06,8574,184.6275
293.09,8575,184.6471
293.13,8576,184.6667
293.16,8576,184.6863
293.19,8577,184.7059
293.23,8578,184.7255
293.26,8579,184.7451
293.29,8579,184.7647
293.33,8580,184.7843
293.36,8581,184.8039
293.39,8581,184.8235
293.43,8583,184.8431
293.46,8583,184.8627
293.49,8584,184.8824
293.53,8585,184.902
293.56,8586,184.9216
293.59,8586,184.9412
293.63,8587,184.9608
293.66,8588,184.9804
293.69,8589,185
293.73,8590,185.0196
293.76,8590,185.0392
293.79,8591,185.0588
293.83,8592,185.0784
293.86,8593,185.098
293.89,8593,185.1176
293.93,8594,185.1373
293.96,8595,185.1569
293.99,8596,185.1765
294.03,8597,185.1961
294.06,8597,185.2157
294.09,8598,185.2353
294.13,8599,185.2549
294.16,8600,185.2745
294.19,8600,185.2941
294.23,8601,185.3137
294.26,8602,185.3333
294.29,8603,185.3529
294.33,8604,185.3725
294.36,8604,185.3922
294.39,8605,185.4118
294.43,8606,185.4314
294.46,8607,185.451
294.49,8608,185.4706
294.53,8608,185.4902
294.56,8609,185.5098
294.59,8610,185.5294
294.63,8611,185.549
294.66,8612,185.5686
294.69,8612,185.5882
294.73,8613,185.6078
294.76,8614,185.6275
294.79,8615,185.6471
294.83,8615,185.6667
294.86,8616,185.6863
294.89,8617,185.7059
294.93,8618,185.7255
294.96,8619,185.7451
295,8619,185.7647
295.03,8620,185.7843
295.06,8621,185.8039
295.1,8622,185.8235
295.13,8622,185.8431
295.16,8623,185.8627
295.2,8624,185.8824
295.23,8625,185.902
295.26,8626,185.9216
295.3,8627,185.9412
295.33,8627,185.9608
295.36,8628,185.9804
295.4,8629,186
295.43,8630,186.0196
295.46,8630,186.0392
295.5,8631,186.0588
295.53,8632,186.0784
295.56,8633,186.098
295.6,8634,186.1176
295.63,8634,186.1373
295.66,8635,186.1569
295.7,8636,186.1765
295.73,8637,186.1961
295.76,8637,186.2157
295.8,8638,186.2353
295.83,8639,186.2549
295.86,8640,186.2745
295.9,8641,186.2941
295.93,8642,186.3137
295.96,8642,186.3333
296,8643,186.3529
296.03,8644,186.3725
296.06,8645,186.3922
296.1,8645,186.4118
296.13,8646,186.4314
296.16,8647,186.451
296.2,8648,186.4706
296.23,8649,186.4902
296.26,8650,186.5098
296.3,8651,186.5294
296.33,8652,186.549
296.36,8652,186.5686
296.4,8653,186.5882
296.43,8654,186.6078
296.46,8655,186.6275
296.5,8656,186.6471
296.53,8657,186.6667
296.56,8657,186.6863
296.6,8658,186.7059
296.63,8659,186.7255
296.66,8660,186.7451
296.7,8660,186.7647
296.73,8661,186.7843
296.76,8662,186.8039
296.8,8663,186.8235
296.83,8664,186.8431
296.86,8664,186.8627
296.9,8665,186.8824
296.93,8666,186.902
296.96,8666,186.9216
297,8667,186.9412
297.03,8666,186.9608
297.06,8669,186.9804
297.1,8670,187
297.13,8671,187.0189
297.16,8671,187.0377
297.2,8672,187.0566
297.23,8672,187.0755
297.26,8674,187.0943
297.3,8674,187.1132
297.33,8675,187.1321
297.36,8676,187.1509
297.4,8677,187.1698
297.43,8678,187.1887
297.46,8678,187.2075
297.5,8679,187.2264
297.53,8680,187.2453
297.56,8681,187.2642
297.6,8681,187.283
297.63,8682,187.3019
297.66,8683,187.3208
297.7,8684,187.3396
297.73,8685,187.3585
297.76,8686,187.3774
297.8,8686,187.3962
297.83,8687,187.4151
297.86,8688,187.434
297.9,8689,187.4528
297.93,8690,187.4717
297.96,8691,187.4906
298,8691,187.5094
298.03,8692,187.5283
298.06,8693,187.5472
298.1,8694,187.566
298.13,8694,187.5849
298.16,8695,187.6038
298.2,8696,187.6226
298.23,8697,187.6415
298.26,8698,187.6604
298.3,8699,187.6792
298.33,8699,187.6981
298.37,8700,187.717
298.4,8701,187.7358
298.43,8702,187.7547
298.47,8702,187.7736
298.5,8703,187.7925
298.53,8704,187.8113
298.57,8705,187.8302
298.6,8706,187.8491
298.63,8707,187.8679
298.67,8707,187.8868
298.7,8708,187.9057
298.73,8709,187.9245
298.77,8710,187.9434
298.8,8710,187.9623
298.83,8711,187.9811
298.87,8712,188
298.9,8713,188.0189
298.93,8714,188.0377
298.97,8715,188.0566
299,8715,188.0755
299.03,8716,188.0943
299.07,8717,188.1132
299.1,8718,188.1321
299.13,8719,188.1509
299.17,8720,188.1698
299.2,8721,188.1887
299.23,8722,188.2075
299.27,8722,188.2264
299.3,8723,188.2453
299.33,8724,188.2642
299.37,8725,188.283
299.4,8726,188.3019
299.43,8727,188.3208
299.47,8728,188.3396
299.5,8729,188.3585
299.53,8730,188.3774
299.57,8731,188.3962
299.6,8731,188.4151
299.63,8732,188.434
299.67,8733,188.4528
299.7,8734,188.4717
299.73,8735,188.4906
299.77,8736,188.5094
299.8,8736,188.5283
299.83,8737,188.5472
299.87,8738,188.566
299.9,8739,188.5849
299.93,8739,188.6038
299.97,8740,188.6226
300,8740,188.6415
300.03,8742,188.6604
300.07,8742,188.6792
300.1,8743,188.6981
300.13,8744,188.717
300.17,8745,188.7358
300.2,8745,188.7547
300.23,8746,188.7736
300.27,8747,188.7925
300.3,8747,188.8113
300.33,8749,188.8302
300.37,8750,188.8491
300.4,8751,188.8679
300.43,8751,188.8868
300.47,8752,188.9057
