time,velocity,altitude
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0,0
0.033,0.277,0
0.066,0.277,0
0.099,0.555,0
0.132,0.555,0
0.165,0.555,0
0.198,0.555,0
0.231,0.833,0
0.264,0.833,0
0.297,0.833,0
0.33,0.833,0
0.363,1.111,0
0.396,1.111,0
0.429,1.111,0
0.462,1.111,0
0.495,1.388,0
0.528,1.388,0
0.561,1.388,0
0.594,1.388,0
0.627,1.388,0
0.66,1.388,0
0.693,1.388,0
0.726,1.666,0
0.759,1.666,0
0.792,1.666,0
0.825,1.666,0
0.858,1.666,0
0.891,1.666,0
0.924,1.666,0
0.957,1.666,0
0.99,1.666,0
1.023,1.944,0
1.056,1.944,0
1.089,1.944,0
1.122,1.944,0
1.155,1.944,0
1.188,1.944,0
1.221,1.944,0
1.254,1.944,0
1.287,1.944,0
1.32,1.944,0
1.353,1.944,0
1.386,1.944,0
1.419,1.944,0
1.452,1.944,0
1.485,1.944,0
1.518,1.944,0
1.551,1.944,0
1.584,1.944,0
1.617,1.944,0
1.65,1.944,0
1.683,1.944,0
1.749,2.222,0
1.782,2.222,0
1.815,2.5,0
1.848,2.5,0
1.881,2.5,0
1.914,2.5,0
1.947,2.777,0
1.98,2.777,0
2.013,2.777,0
2.046,2.777,0
2.079,3.055,0
2.112,3.055,0
2.145,3.055,0
2.178,3.333,0
2.211,3.333,0
2.244,3.333,0
2.277,3.333,0
2.31,3.611,0
2.343,3.611,0
2.376,3.611,0
2.409,3.888,0
2.442,3.888,0
2.475,3.888,0
2.508,4.166,0
2.541,4.166,0
2.574,4.166,0
2.607,4.444,0
2.64,4.444,0
2.673,4.444,0
2.706,4.444,0
2.739,4.722,0
2.772,4.722,0
2.805,4.722,0
2.838,5,0
2.871,5,0
2.904,5,0
2.937,5.277,0
2.97,5.277,0
3.003,5.277,0
3.036,5.555,0
3.069,5.555,0
3.102,5.555,0
3.135,5.555,0
3.168,5.833,0
3.201,5.833,0
3.234,6.111,0
3.267,6.111,0
3.3,6.111,0
3.333,6.388,0
3.366,6.388,0
3.399,6.388,0
3.432,6.666,0
3.465,6.666,0
3.498,6.666,0
3.531,6.944,0
3.564,6.944,0
3.597,7.222,0
3.63,7.222,0
3.663,7.222,0
3.696,7.5,0
3.729,7.5,0
3.762,7.5,0
3.795,7.777,0
3.828,7.777,0
3.861,7.777,0
3.894,8.055,0
3.927,8.055,0
3.96,8.055,0
3.993,8.333,0
4.026,8.333,0
4.059,8.333,0
4.092,8.611,0
4.125,8.611,0
4.158,8.611,0
4.191,8.888,0
4.224,8.888,0
4.257,8.888,0
4.29,9.166,0
4.323,9.166,0
4.356,9.166,0
4.389,9.166,0
4.422,9.444,0
4.455,9.444,0
4.488,9.444,0
4.521,9.444,0
4.587,9.722,0
4.62,9.722,0
4.686,10,0
4.719,10.277,0
4.752,10.277,0
4.818,10.555,0
4.851,10.833,0
4.884,10.833,0
4.917,10.833,0
4.95,11.111,0
4.983,11.111,0
5.016,11.388,0
5.049,11.388,0
5.082,11.388,0
5.115,11.666,0
5.148,11.666,0
5.181,11.666,0
5.214,11.944,0
5.247,11.944,0
5.28,12.222,0
5.313,12.222,0
5.346,12.5,0
5.379,12.5,0
5.412,12.777,0
5.445,12.777,0
5.478,12.777,0
5.511,13.055,0
5.544,13.055,0
5.577,13.333,0
5.61,13.333,0
5.643,13.333,0
5.676,13.611,0
5.709,13.611,0
5.742,13.888,0
5.775,13.888,0
5.808,13.888,0
5.841,14.166,0
5.874,14.166,0
5.907,14.444,0
5.94,14.444,0
5.973,14.444,0
6.006,14.722,0
6.039,14.722,0
6.105,15,0
6.171,15.277,0
6.204,15.277,0
6.237,15.555,0
6.27,15.555,0
6.303,15.833,0
6.336,15.833,0
6.369,16.111,0
6.402,16.111,0
6.435,16.111,0
6.468,16.388,0
6.501,16.388,0
6.534,16.666,0
6.567,16.666,0
6.6,16.944,0
6.633,16.944,0
6.666,17.222,0
6.699,17.222,0
6.732,17.222,0
6.765,17.5,0
6.798,17.5,0
6.831,17.777,0
6.864,17.777,0
6.897,18.055,0
6.93,18.055,0
6.963,18.333,0
6.996,18.333,0
7.029,18.333,0
7.062,18.611,0
7.095,18.611,0
7.128,18.888,0
7.161,18.888,0
7.194,18.888,0
7.227,19.166,0
7.26,19.166,0
7.293,19.444,0
7.326,19.444,0
7.359,19.444,0
7.392,19.722,0
7.425,19.722,0
7.458,19.722,0
7.491,20,0
7.524,20,0
7.557,20.277,0
7.59,20.277,0
7.623,20.555,0
7.656,20.555,0
7.689,20.833,0
7.722,20.833,0
7.755,20.833,0
7.788,21.111,0
7.821,21.111,0
7.854,21.388,0
7.887,21.388,0.1
7.92,21.666,0.1
7.953,21.666,0.1
7.986,21.944,0.1
8.019,21.944,0.1
8.052,21.944,0.1
8.085,22.222,0.1
8.118,22.222,0.1
8.151,22.5,0.1
8.217,22.777,0.1
8.25,22.777,0.1
8.283,23.055,0.1
8.316,23.055,0.1
8.349,23.333,0.1
8.382,23.333,0.1
8.415,23.611,0.1
8.448,23.611,0.1
8.481,23.888,0.1
8.514,23.888,0.1
8.547,23.888,0.1
8.58,24.166,0.1
8.613,24.166,0.1
8.646,24.444,0.1
8.679,24.722,0.1
8.712,24.722,0.1
8.745,24.722,0.1
8.778,25,0.1
8.811,25,0.1
8.844,25.277,0.1
8.877,25.277,0.1
8.91,25.555,0.1
8.943,25.555,0.1
8.976,25.555,0.1
9.009,25.833,0.1
9.042,25.833,0.1
9.075,25.833,0.1
9.108,26.111,0.1
9.141,26.111,0.1
9.174,26.388,0.1
9.207,26.388,0.1
9.24,26.666,0.1
9.273,26.666,0.1
9.306,26.666,0.1
9.339,26.944,0.1
9.372,26.944,0.1
9.405,27.222,0.1
9.438,27.222,0.1
9.471,27.5,0.1
9.504,27.5,0.1
9.537,27.5,0.1
9.57,27.777,0.1
9.603,27.777,0.1
9.636,28.055,0.1
9.669,28.055,0.1
9.702,28.333,0.1
9.735,28.333,0.1
9.768,28.333,0.1
9.801,28.611,0.1
9.834,28.611,0.2
9.867,28.888,0.2
9.9,28.888,0.2
9.933,29.166,0.2
9.966,29.166,0.2
9.999,29.166,0.2
10.032,29.444,0.2
10.065,29.444,0.2
10.098,29.722,0.2
10.131,29.722,0.2
10.164,30,0.2
10.197,30,0.2
10.23,30.277,0.2
10.263,30.277,0.2
10.296,30.277,0.2
10.329,30.555,0.2
10.362,30.555,0.2
10.395,30.833,0.2
10.428,30.833,0.2
10.461,31.111,0.2
10.494,31.111,0.2
10.527,31.111,0.2
10.593,31.388,0.2
10.659,31.666,0.2
10.692,31.666,0.2
10.923,32.5,0.2
10.989,32.777,0.2
11.022,32.777,0.2
11.055,33.055,0.2
11.088,33.055,0.2
11.121,33.333,0.2
11.154,33.333,0.2
11.22,33.611,0.2
11.253,33.888,0.2
11.286,33.888,0.2
11.319,34.166,0.2
11.352,34.166,0.2
11.385,34.444,0.2
11.418,34.444,0.2
11.451,34.722,0.2
11.484,34.722,0.2
11.517,34.722,0.2
11.55,35,0.2
11.583,35,0.2
11.616,35.277,0.2
11.649,35.277,0.2
11.682,35.555,0.2
11.715,35.555,0.2
11.748,35.833,0.2
11.781,35.833,0.2
11.814,36.111,0.2
11.847,36.111,0.2
11.88,36.388,0.2
11.913,36.388,0.2
11.946,36.666,0.2
11.979,36.666,0.2
12.012,36.666,0.2
12.045,36.944,0.2
12.078,36.944,0.2
12.111,37.222,0.2
12.144,37.222,0.2
12.177,37.5,0.2
12.21,37.5,0.2
12.243,37.5,0.2
12.276,37.777,0.2
12.309,37.777,0.2
12.342,38.055,0.2
12.375,38.055,0.2
12.408,38.333,0.2
12.441,38.333,0.2
12.474,38.611,0.2
12.507,38.611,0.2
12.54,38.611,0.2
12.573,38.888,0.2
12.606,38.888,0.2
12.639,39.166,0.2
12.672,39.166,0.2
12.705,39.444,0.2
12.738,39.444,0.2
12.771,39.722,0.3
12.804,39.722,0.3
12.837,39.722,0.3
12.87,40,0.3
12.903,40,0.3
12.936,40.277,0.3
12.969,40.277,0.3
13.002,40.555,0.3
13.035,40.555,0.3
13.068,40.833,0.3
13.101,40.833,0.3
13.134,41.111,0.3
13.167,41.111,0.3
13.2,41.388,0.3
13.233,41.388,0.3
13.266,41.388,0.3
13.299,41.666,0.3
13.332,41.666,0.3
13.365,41.944,0.3
13.398,41.944,0.3
13.431,42.222,0.3
13.464,42.222,0.3
13.497,42.5,0.3
13.53,42.5,0.3
13.563,42.5,0.3
13.596,42.777,0.3
13.629,42.777,0.3
13.662,43.055,0.3
13.695,43.055,0.3
13.728,43.333,0.3
13.761,43.333,0.3
13.794,43.611,0.3
13.827,43.611,0.3
13.86,43.888,0.3
13.893,43.888,0.3
13.926,43.888,0.3
13.959,44.166,0.3
13.992,44.166,0.3
14.025,44.444,0.3
14.058,44.444,0.3
14.091,44.722,0.3
14.124,44.722,0.3
14.157,45,0.3
14.19,45,0.3
14.223,45.277,0.3
14.256,45.277,0.3
14.289,45.555,0.3
14.322,45.555,0.3
14.355,45.833,0.3
14.388,45.833,0.3
14.421,46.111,0.3
14.454,46.111,0.3
14.487,46.388,0.3
14.52,46.388,0.3
14.553,46.666,0.3
14.586,46.666,0.3
14.619,46.944,0.3
14.652,46.944,0.3
14.685,47.222,0.3
14.718,47.222,0.3
14.751,47.5,0.3
14.784,47.5,0.3
14.817,47.777,0.3
14.85,47.777,0.3
14.883,47.777,0.3
14.916,48.055,0.3
14.949,48.333,0.3
14.982,48.333,0.3
15.015,48.611,0.4
15.048,48.611,0.4
15.081,48.611,0.4
15.114,48.888,0.4
15.312,49.722,0.4
15.345,49.722,0.4
15.378,50,0.4
15.411,50,0.4
15.444,50.277,0.4
15.477,50.277,0.4
15.51,50.555,0.4
15.543,50.555,0.4
15.576,50.555,0.4
15.609,50.833,0.4
15.642,51.111,0.4
15.675,51.111,0.4
15.708,51.388,0.4
15.741,51.388,0.4
15.774,51.388,0.4
15.807,51.666,0.4
15.84,51.666,0.4
15.873,51.944,0.4
15.906,51.944,0.4
15.939,52.222,0.4
15.972,52.222,0.4
16.005,52.222,0.4
16.038,52.5,0.4
16.071,52.5,0.4
16.104,52.777,0.4
16.137,52.777,0.4
16.17,53.055,0.4
16.203,53.055,0.4
16.236,53.333,0.4
16.269,53.333,0.4
16.302,53.611,0.4
16.335,53.611,0.4
16.368,53.888,0.4
16.401,53.888,0.4
16.434,54.166,0.4
16.467,54.166,0.4
16.5,54.444,0.4
16.533,54.444,0.4
16.566,54.722,0.4
16.599,54.722,0.4
16.632,55,0.4
16.665,55,0.4
16.698,55.277,0.4
16.731,55.277,0.4
16.764,55.555,0.4
16.797,55.555,0.4
16.83,55.833,0.4
16.863,55.833,0.4
16.896,56.111,0.4
16.929,56.111,0.5
16.962,56.388,0.5
16.995,56.388,0.5
17.028,56.666,0.5
17.061,56.666,0.5
17.094,56.944,0.5
17.127,56.944,0.5
17.16,57.222,0.5
17.193,57.222,0.5
17.226,57.5,0.5
17.259,57.5,0.5
17.292,57.777,0.5
17.325,57.777,0.5
17.358,58.055,0.5
17.391,58.055,0.5
17.424,58.333,0.5
17.457,58.333,0.5
17.49,58.611,0.5
17.523,58.611,0.5
17.556,58.888,0.5
17.589,58.888,0.5
17.622,59.166,0.5
17.655,59.444,0.5
17.688,59.444,0.5
17.721,59.444,0.5
17.754,59.722,0.5
17.787,60,0.5
17.82,60,0.5
17.853,60.277,0.5
17.886,60.277,0.5
17.919,60.555,0.5
17.952,60.555,0.5
17.985,60.833,0.5
18.018,60.833,0.5
18.051,61.111,0.5
18.084,61.111,0.5
18.117,61.111,0.5
18.15,61.388,0.5
18.183,61.666,0.5
18.216,61.666,0.5
18.249,61.944,0.5
18.282,61.944,0.5
18.315,61.944,0.5
18.348,62.222,0.5
18.381,62.222,0.5
18.414,62.5,0.5
18.447,62.777,0.5
18.48,62.777,0.5
18.513,63.055,0.5
18.546,63.055,0.6
18.579,63.333,0.6
18.612,63.333,0.6
18.645,63.611,0.6
18.678,63.611,0.6
18.711,63.888,0.6
18.744,63.888,0.6
18.777,64.166,0.6
18.81,64.166,0.6
18.843,64.444,0.6
18.876,64.444,0.6
18.909,64.722,0.6
18.942,64.722,0.6
18.975,65,0.6
19.008,65,0.6
19.041,65.277,0.6
19.074,65.277,0.6
19.107,65.555,0.6
19.14,65.555,0.6
19.173,65.833,0.6
19.206,65.833,0.6
19.239,66.111,0.6
19.272,66.111,0.6
19.305,66.388,0.6
19.338,66.388,0.6
19.371,66.666,0.6
19.404,66.666,0.6
19.437,66.944,0.6
19.47,67.222,0.6
19.503,67.222,0.6
19.536,67.222,0.6
19.569,67.5,0.6
19.602,67.777,0.6
19.635,67.777,0.6
19.668,68.055,0.6
19.701,68.055,0.6
19.734,68.333,0.6
19.767,68.333,0.6
19.8,68.611,0.6
19.833,68.611,0.6
19.866,68.888,0.6
19.899,68.888,0.6
19.932,69.166,0.6
19.965,69.166,0.6
19.998,69.444,0.6
20.031,69.444,0.7
20.064,69.722,0.7
20.097,69.722,0.7
20.13,70,0.7
20.163,70.277,0.7
20.196,70.277,0.7
20.229,70.277,0.7
20.262,70.555,0.7
20.295,70.833,0.7
20.328,70.833,0.7
20.361,70.833,0.7
20.394,71.111,0.7
20.427,71.111,0.7
20.46,71.388,0.7
20.493,71.666,0.7
20.526,71.666,0.7
20.559,71.666,0.7
20.592,71.944,0.7
20.625,71.944,0.7
20.658,72.222,0.7
20.691,72.5,0.7
20.724,72.5,0.7
20.757,72.777,0.7
20.79,72.777,0.7
20.823,73.055,0.7
20.856,73.055,0.7
20.889,73.333,0.7
20.922,73.333,0.7
20.955,73.611,0.7
20.988,73.611,0.7
21.021,73.888,0.7
21.054,73.888,0.7
21.087,74.166,0.7
21.12,74.444,0.7
21.153,74.444,0.7
21.186,74.722,0.7
21.219,74.722,0.7
21.252,75,0.7
21.285,75,0.7
21.318,75.277,0.7
21.351,75.277,0.7
21.384,75.555,0.7
21.417,75.555,0.8
21.45,75.833,0.8
21.483,76.111,0.8
21.516,76.111,0.8
21.549,76.388,0.8
21.582,76.388,0.8
21.615,76.666,0.8
21.648,76.666,0.8
21.681,76.944,0.8
21.714,76.944,0.8
21.747,77.222,0.8
21.78,77.222,0.8
21.813,77.5,0.8
21.846,77.5,0.8
21.879,77.777,0.8
21.912,77.777,0.8
21.945,78.055,0.8
21.978,78.055,0.8
22.011,78.333,0.8
22.044,78.611,0.8
22.077,78.611,0.8
22.11,78.888,0.8
22.143,78.888,0.8
22.176,79.166,0.8
22.209,79.444,0.8
22.242,79.444,0.8
22.275,79.444,0.8
22.308,79.722,0.8
22.341,80,0.8
22.374,80,0.8
22.407,80.277,0.8
22.44,80.277,0.8
22.473,80.555,0.8
22.506,80.555,0.8
22.539,80.833,0.8
22.572,80.833,0.8
22.605,81.111,0.8
22.638,81.388,0.8
22.671,81.388,0.9
22.704,81.666,0.9
22.737,81.666,0.9
22.77,81.944,0.9
22.803,81.944,0.9
22.836,82.222,0.9
22.869,82.222,0.9
22.902,82.5,0.9
22.935,82.5,0.9
22.968,82.777,0.9
23.001,82.777,0.9
23.034,83.055,0.9
23.067,83.055,0.9
23.1,83.333,0.9
23.133,83.611,0.9
23.166,83.611,0.9
23.199,83.888,0.9
23.232,83.888,0.9
23.265,84.166,0.9
23.298,84.166,0.9
23.331,84.444,0.9
23.364,84.722,0.9
23.397,84.722,0.9
23.43,85,0.9
23.463,85,0.9
23.496,85.277,0.9
23.529,85.277,0.9
23.562,85.555,0.9
23.595,85.555,0.9
23.628,85.833,0.9
23.661,85.833,0.9
23.694,86.111,0.9
23.727,86.388,0.9
23.76,86.388,0.9
23.793,86.666,0.9
23.826,86.666,0.9
23.859,86.944,1
23.892,86.944,1
23.925,87.222,1
23.958,87.5,1
23.991,87.5,1
24.024,87.777,1
24.057,87.777,1
24.09,88.055,1
24.123,88.333,1
24.156,88.333,1
24.189,88.611,1
24.222,88.611,1
24.255,88.888,1
24.288,88.888,1
24.321,89.166,1
24.354,89.166,1
24.387,89.444,1
24.42,89.444,1
24.453,89.722,1
24.486,90,1
24.519,90,1
24.552,90.277,1
24.585,90.277,1
24.618,90.555,1
24.651,90.555,1
24.684,90.833,1
24.717,90.833,1
24.75,91.111,1
24.783,91.388,1
24.816,91.388,1
24.849,91.666,1
24.882,91.666,1
24.915,91.944,1
24.948,91.944,1.1
24.981,92.222,1.1
25.014,92.222,1.1
25.047,92.5,1.1
25.08,92.777,1.1
25.113,92.777,1.1
25.146,93.055,1.1
25.179,93.333,1.1
25.212,93.333,1.1
25.245,93.611,1.1
25.278,93.611,1.1
25.311,93.888,1.1
25.344,94.166,1.1
25.377,94.166,1.1
25.41,94.444,1.1
25.443,94.444,1.1
25.476,94.722,1.1
25.509,94.722,1.1
25.542,95,1.1
25.575,95,1.1
25.608,95.277,1.1
25.641,95.277,1.1
25.674,95.555,1.1
25.707,95.555,1.1
25.74,95.833,1.1
25.773,96.111,1.1
25.806,96.111,1.1
25.839,96.111,1.1
25.872,96.388,1.1
25.905,96.666,1.1
25.938,96.666,1.1
25.971,96.944,1.1
26.004,97.222,1.1
26.037,97.222,1.1
26.07,97.5,1.2
26.103,97.5,1.2
26.136,97.777,1.2
26.169,98.055,1.2
26.202,98.055,1.2
26.235,98.333,1.2
26.268,98.333,1.2
26.301,98.611,1.2
26.334,98.611,1.2
26.367,98.888,1.2
26.4,98.888,1.2
26.433,99.166,1.2
26.466,99.444,1.2
26.499,99.444,1.2
26.532,99.722,1.2
26.565,100,1.2
26.598,100,1.2
26.631,100.277,1.2
26.664,100.277,1.2
26.697,100.555,1.2
26.73,100.555,1.2
26.763,100.833,1.2
26.796,101.111,1.2
26.829,101.111,1.2
26.862,101.388,1.2
26.895,101.666,1.2
26.928,101.666,1.2
26.961,101.944,1.2
26.994,101.944,1.2
27.027,102.222,1.3
27.06,102.222,1.3
27.093,102.5,1.3
27.126,102.777,1.3
27.159,102.777,1.3
27.192,103.055,1.3
27.225,103.333,1.3
27.258,103.333,1.3
27.291,103.611,1.3
27.324,103.888,1.3
27.357,103.888,1.3
27.39,104.166,1.3
27.423,104.166,1.3
27.456,104.444,1.3
27.489,104.722,1.3
27.522,104.722,1.3
27.555,105,1.3
27.588,105,1.3
27.621,105.277,1.3
27.654,105.277,1.3
27.687,105.555,1.3
27.72,105.833,1.3
27.753,105.833,1.3
27.786,106.111,1.3
27.819,106.111,1.3
27.852,106.388,1.3
27.885,106.666,1.3
27.918,106.666,1.3
27.951,106.944,1.4
27.984,107.222,1.4
28.017,107.222,1.4
28.05,107.5,1.4
28.083,107.5,1.4
28.116,107.777,1.4
28.149,107.777,1.4
28.182,108.055,1.4
28.215,108.333,1.4
28.248,108.333,1.4
28.281,108.611,1.4
28.314,108.611,1.4
28.347,108.888,1.4
28.38,109.166,1.4
28.413,109.166,1.4
28.446,109.444,1.4
28.479,109.722,1.4
28.512,109.722,1.4
28.545,110,1.4
28.578,110,1.4
28.611,110.277,1.4
28.644,110.555,1.4
28.677,110.555,1.4
28.71,110.833,1.4
28.743,111.111,1.4
28.776,111.111,1.4
28.809,111.388,1.4
28.842,111.388,1.4
28.875,111.666,1.5
28.908,111.944,1.5
28.941,111.944,1.5
28.974,112.222,1.5
29.007,112.222,1.5
29.04,112.5,1.5
29.073,112.777,1.5
29.106,112.777,1.5
29.139,113.055,1.5
29.172,113.333,1.5
29.205,113.333,1.5
29.238,113.611,1.5
29.271,113.611,1.5
29.304,113.888,1.5
29.337,113.888,1.5
29.37,114.166,1.5
29.403,114.444,1.5
29.436,114.444,1.5
29.469,114.722,1.5
29.502,115,1.5
29.535,115,1.5
29.568,115.277,1.5
29.601,115.555,1.5
29.634,115.555,1.5
29.667,115.833,1.5
29.7,115.833,1.5
29.733,116.111,1.6
29.766,116.388,1.6
29.799,116.388,1.6
29.832,116.666,1.6
29.865,116.944,1.6
29.898,116.944,1.6
29.931,117.222,1.6
29.964,117.222,1.6
29.997,117.5,1.6
30.03,117.777,1.6
30.063,117.777,1.6
30.096,118.055,1.6
30.129,118.333,1.6
30.162,118.333,1.6
30.195,118.611,1.6
30.228,118.611,1.6
30.261,118.888,1.6
30.294,119.166,1.6
30.327,119.166,1.6
30.36,119.444,1.6
30.393,119.444,1.6
30.426,119.722,1.6
30.459,120,1.6
30.492,120,1.6
30.525,120.277,1.6
30.591,120.555,1.7
30.624,120.833,1.7
30.657,120.833,1.7
30.69,121.111,1.7
30.723,121.111,1.7
30.756,121.388,1.7
30.789,121.388,1.7
30.822,121.666,1.7
30.855,121.944,1.7
30.888,121.944,1.7
30.921,122.222,1.7
30.954,122.5,1.7
30.987,122.777,1.7
31.02,122.777,1.7
31.053,123.055,1.7
31.086,123.333,1.7
31.119,123.333,1.7
31.152,123.611,1.7
31.185,123.888,1.7
31.218,123.888,1.7
31.251,124.166,1.7
31.284,124.444,1.7
31.317,124.444,1.7
31.35,124.722,1.8
31.383,124.722,1.8
31.416,125,1.8
31.449,125.277,1.8
31.482,125.277,1.8
31.515,125.555,1.8
31.548,125.833,1.8
31.581,125.833,1.8
31.614,126.111,1.8
31.647,126.111,1.8
31.68,126.388,1.8
31.713,126.666,1.8
31.746,126.666,1.8
31.779,126.944,1.8
31.812,127.222,1.8
31.845,127.222,1.8
31.878,127.5,1.8
31.911,127.5,1.8
31.944,127.777,1.8
31.977,128.055,1.8
32.01,128.055,1.8
32.043,128.333,1.8
32.076,128.611,1.8
32.109,128.611,1.8
32.142,128.888,1.9
32.175,129.166,1.9
32.208,129.444,1.9
32.241,129.722,1.9
32.274,129.722,1.9
32.307,130,1.9
32.34,130.277,1.9
32.373,130.277,1.9
32.406,130.555,1.9
32.439,130.833,1.9
32.472,130.833,1.9
32.505,131.111,1.9
32.538,131.111,1.9
32.571,131.388,1.9
32.604,131.666,1.9
32.637,131.944,1.9
32.67,131.944,1.9
32.703,132.222,1.9
32.736,132.222,1.9
32.769,132.5,1.9
32.802,132.777,1.9
32.835,133.055,1.9
32.868,133.055,1.9
32.901,133.333,2
32.934,133.333,2
32.967,133.611,2
33,133.888,2
33.033,133.888,2
33.066,134.166,2
33.099,134.444,2
33.132,134.444,2
33.165,134.722,2
33.198,135,2
33.231,135.277,2
33.264,135.277,2
33.297,135.555,2
33.33,135.555,2
33.363,135.833,2
33.396,136.111,2
33.429,136.388,2
33.462,136.388,2
33.528,136.666,2
33.561,136.944,2
33.594,137.222,2
33.627,137.5,2.1
33.66,137.5,2.1
33.693,137.777,2.1
33.726,137.777,2.1
33.759,138.055,2.1
33.792,138.333,2.1
33.825,138.333,2.1
33.858,138.611,2.1
33.891,138.888,2.1
33.924,138.888,2.1
33.957,139.166,2.1
33.99,139.444,2.1
34.023,139.722,2.1
34.056,140,2.1
34.089,140,2.1
34.122,140.277,2.1
34.155,140.277,2.1
34.188,140.555,2.1
34.221,140.833,2.1
34.254,140.833,2.1
34.287,141.111,2.1
34.32,141.111,2.1
34.353,141.388,2.1
34.386,141.666,2.2
34.419,141.944,2.2
34.452,141.944,2.2
34.485,142.222,2.2
34.518,142.5,2.2
34.551,142.5,2.2
34.584,142.777,2.2
34.617,142.777,2.2
34.65,143.055,2.2
34.683,143.333,2.2
34.716,143.333,2.2
34.749,143.611,2.2
34.782,143.888,2.2
34.815,143.888,2.2
34.848,144.166,2.2
34.881,144.444,2.2
34.914,144.444,2.2
34.947,144.722,2.2
34.98,145,2.2
35.013,145.277,2.2
35.046,145.277,2.2
35.079,145.555,2.3
35.112,145.833,2.3
35.145,145.833,2.3
35.178,146.111,2.3
35.211,146.388,2.3
35.244,146.388,2.3
35.277,146.666,2.3
35.31,146.944,2.3
35.343,147.222,2.3
35.376,147.222,2.3
35.409,147.5,2.3
35.442,147.777,2.3
35.475,147.777,2.3
35.508,148.055,2.3
35.541,148.333,2.3
35.574,148.333,2.3
35.607,148.611,2.3
35.64,148.888,2.3
35.673,148.888,2.3
35.706,149.166,2.3
35.739,149.444,2.4
35.772,149.444,2.4
35.805,149.722,2.4
35.838,150,2.4
35.871,150,2.4
35.904,150.277,2.4
35.937,150.555,2.4
35.97,150.833,2.4
36.003,151.111,2.4
36.036,151.111,2.4
36.069,151.388,2.4
36.102,151.666,2.4
36.135,151.666,2.4
36.168,151.944,2.4
36.201,152.222,2.4
36.234,152.5,2.4
36.267,152.5,2.4
36.3,152.777,2.4
36.333,153.055,2.4
36.366,153.055,2.4
36.399,153.333,2.5
36.432,153.611,2.5
36.465,153.888,2.5
36.498,154.166,2.5
36.531,154.166,2.5
36.564,154.444,2.5
36.597,154.722,2.5
36.63,155,2.5
36.663,155,2.5
36.696,155.277,2.5
36.729,155.555,2.5
36.762,155.555,2.5
36.795,155.833,2.5
36.828,156.111,2.5
36.861,156.111,2.5
36.894,156.388,2.5
36.927,156.666,2.5
36.96,156.944,2.5
36.993,156.944,2.5
37.026,157.222,2.6
37.059,157.5,2.6
37.092,157.5,2.6
37.125,157.777,2.6
37.158,158.055,2.6
37.191,158.055,2.6
37.224,158.333,2.6
37.257,158.611,2.6
37.29,158.611,2.6
37.323,158.888,2.6
37.356,159.166,2.6
37.389,159.444,2.6
37.422,159.722,2.6
37.455,159.722,2.6
37.488,160,2.6
37.521,160.277,2.6
37.554,160.555,2.6
37.587,160.555,2.6
37.62,160.833,2.6
37.653,161.111,2.7
37.686,161.111,2.7
37.752,161.666,2.7
37.785,161.944,2.7
37.818,161.944,2.7
37.851,162.222,2.7
37.884,162.5,2.7
37.917,162.5,2.7
37.95,162.777,2.7
37.983,163.055,2.7
38.016,163.333,2.7
38.049,163.611,2.7
38.082,163.611,2.7
38.115,163.888,2.7
38.148,164.166,2.7
38.181,164.166,2.7
38.214,164.444,2.7
38.247,164.722,2.8
38.28,164.722,2.8
38.313,165,2.8
38.346,165.277,2.8
38.379,165.277,2.8
38.412,165.555,2.8
38.445,165.833,2.8
38.478,166.111,2.8
38.511,166.111,2.8
38.544,166.388,2.8
38.577,166.666,2.8
38.61,166.666,2.8
38.676,167.222,2.8
38.709,167.5,2.8
38.742,167.777,2.8
38.775,167.777,2.8
38.808,168.055,2.8
38.841,168.055,2.8
38.874,168.333,2.9
38.907,168.611,2.9
38.94,168.611,2.9
38.973,168.888,2.9
39.006,169.166,2.9
39.039,169.444,2.9
39.072,169.444,2.9
39.105,169.722,2.9
39.138,170,2.9
39.171,170.277,2.9
39.204,170.277,2.9
39.237,170.555,2.9
39.27,170.833,2.9
39.303,171.111,2.9
39.336,171.111,2.9
39.369,171.388,2.9
39.402,171.666,2.9
39.435,171.666,2.9
39.468,171.944,3
39.501,172.222,3
39.567,172.777,3
39.6,172.777,3
39.633,173.055,3
39.666,173.333,3
39.699,173.611,3
39.732,173.611,3
39.765,173.888,3
39.798,174.166,3
39.831,174.444,3
39.864,174.722,3
39.897,174.722,3
39.93,175,3
39.996,175.555,3
40.029,175.555,3.1
40.062,175.833,3.1
40.095,176.111,3.1
40.128,176.111,3.1
40.161,176.388,3.1
40.194,176.666,3.1
40.227,176.944,3.1
40.26,176.944,3.1
40.293,177.222,3.1
40.326,177.5,3.1
40.359,177.777,3.1
40.392,178.055,3.1
40.425,178.055,3.1
40.458,178.333,3.1
40.491,178.611,3.1
40.524,178.888,3.1
40.557,178.888,3.1
40.59,179.166,3.2
40.623,179.444,3.2
40.656,179.722,3.2
